1.195884020764522e+18,1.209250116916562e+18,1.262890950973411e+18,1.205039342598696e+18,1.216929260553991e+18,1.221506624119452e+18,1.267796372119818e+18,1.189309119604693e+18,1.16006156666695e+18,1.153714523580765e+18,1.127787359595948e+18,1.160963489833885e+18,1.142232248779937e+18,1.154648499263446e+18,1.064697127070491e+18,6.066466026613807e+17,1.43236769359103e+17,6.443997555788573e+16,3.744067461282315e+16,2.509506992806073e+16,1.855166266164898e+16,1.515764613750258e+16,1.219125588902509e+16,1.038027225245343e+16,8958982584242412,8301121179880052,7934707963518466,7836389789435685,7018495110357960,5904737616977836,5026702736776142,4552145412851059,4332004959216006,4210292640412620,4046123872842383,3696300025253256,2859708664395432,2365182440779095,2158915589901164,2061669521261654,1863440117925217,1658846475766635,1466734082218962,1123056610387060,961509154590800.2,875619729880435.5,797013623185022.1,741034532830161,698667916861620,658450878632657.6,616231720484835.4,423912553869999.5,299915138128500.2,285744949435898.1,276329234914371.9,266939271639598.4,259200932730774.8,255337018148031.5,252028027412821.8,248719049192808,245409989210531.7,242100980173053.9,238791971135580.5,235482962098105.8,232173953060636.1,228864944023177.6,225555934985719.4,222246963773170.1,218937937968181.8,215628906048266.2,212319897010809,209079793770525.1,214502162047156.5,210246649189811.2,117126008037491.1,723637781330.7379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43855053319743.27,233915940060140.9,254464749503036.9,252792637682707.3,251120339882732.6,249448325461781.9,247776098629159.3,246103860783233.2,244431899119544.5,242759561876598.3,241498635069393.2
1.184249269841647e+18,1.184837979779333e+18,1.182821617413106e+18,1.138023356759885e+18,1.174061195927877e+18,1.162834840168964e+18,1.179504865848159e+18,1.149198290938057e+18,1.155662431334024e+18,1.118253977015692e+18,1.101301047060322e+18,1.10927622097072e+18,1.055170316194901e+18,1.0484370112262e+18,9.103921228767715e+17,5.934413257239753e+17,2.989031778158265e+17,1.734625901264021e+17,1.108972621569492e+17,8.127495850168654e+16,6.255994329866862e+16,4.896296408720706e+16,3.930634895358295e+16,3.334050893400323e+16,2.778723084488455e+16,2.404502983691364e+16,2.118571282597524e+16,1.858780389902106e+16,1.645135711697613e+16,1.432791803046882e+16,1.282078250002852e+16,1.151012977378073e+16,1.046749704020636e+16,9639459792137450,9041995011884868,8743753668567133,8193768562333348,7449647719900508,6883057332047638,6852143689729198,6954838733393490,6511317858109716,6092429571545013,5593784498708918,4837677321414661,4647516964196472,4462003428915820,4289923025127134,4141672700697288,4006611987943452,3995077574254924,3598322961739490,2977863407762550,2822140793319556,2802032547919020,2834913173925714,2931136710950489,2833969515123422,2674015436130964,2518145627158034,2362430571235172,2211183146222042,2068620993991808,1798511696035452,1824840242676847,1851652286920268,1727657835288776,1697241027627379,1674558074898890,1577693618443908,1487978426279930,1399482436625640,1500419547317739,1555801272318772,1421960306241168,1261278286678471,1149122878833522,1026376145127469,968436531526061.4,911697030907950.4,857922968960806.9,813088220459909.6,770985771259269,728896308233778.4,686806786340885,644717299242895.2,602627813973138.2,560538410436572.6,518457528413043.1,553996882438438.1,625261176061540.2,680133131387167.5,713171222728151,672427365530145.2,631683573246530.5,590839545267615.6,541732626503863.7,501399930032293.9,468812758313453,436225669817346.1,403638431073117,379954924551879.6,623011216259076.8,730620271694236.2,907841453817197.4,1007430273058522,982379041937948.6,959329799382869.8,936653764008555.9,913977921991595.4,891301908697066.8,868626060105847.2,845950032218309.5,823274151402204.2,800598178804200,777922259489371.1,755246339310319.8,749698802283941.2,801877861562766,788673915412577.5,766834139520756,744994160754953.2,723154444974465.4,701314482809054.6,679474653371178.9,637217481977755,565461122350590.4,551470262231225.7
1.129452467014806e+18,1.107038029374419e+18,1.107331896325246e+18,1.095523011031168e+18,1.119440044180919e+18,1.12095177016888e+18,1.136790867460525e+18,1.08982718120826e+18,1.060639221877454e+18,1.0619859983079e+18,1.048657566718098e+18,1.03544497368385e+18,9.457929990558309e+17,8.93976412455892e+17,8.086310525170202e+17,5.896599645063389e+17,4.013281268987692e+17,2.929264422807252e+17,2.147714943096754e+17,1.578085995831424e+17,1.293520062799005e+17,1.122106869266715e+17,9.067888222130982e+16,7.734701117156318e+16,6.617690677475346e+16,5.597137570397079e+16,4.779613360592148e+16,4.203794393692572e+16,3.719825416672709e+16,3.44228361335389e+16,3.216079646218492e+16,2.930216461873975e+16,2.654228001216729e+16,2.40239431729369e+16,2.173890221090575e+16,2.037795440676662e+16,1.928286169343766e+16,1.775711803863915e+16,1.597055263900782e+16,1.399016756889647e+16,1.383082691297385e+16,1.351396695548407e+16,1.304754866498054e+16,1.236054438707475e+16,1.086278442603765e+16,9964278128992336,9411441600342296,9368229458680360,1.019212748764177e+16,9444397432197382,8576055306950444,7832893896722240,7237520676700456,7636955740730058,7541486144510308,6998209255298711,6704786870308314,6590721795793704,6979904888612382,6952639332622297,6844613993961279,6625738555276519,6334263196062703,6868246437258688,6738218625106647,6579678596457030,6253886260465636,5968448668837226,5214248486135662,5043628188902678,5355845262622980,5322127462523402,4991181455282634,4701546570490498,4539592772849056,4149781534085540,3836196568594322,3563934332055486,3521656729527208,3383917989500166,3151608470290128,2942013268208896,2888582472706980,2841913267622212,2802366771984134,2645975017186594,2525408193773940,2512752555988738,2500079323738026,2709264250026262,3014661454886532,2951671805455676,2854791868677268,2849061663809376,2844370090586285,2912812006416356,2630282395165576,2346135884681633,2323813776511693,2301492090947930,2279170359428350,2257580310815457,2323619667824196,2366008066561184,2554640218714328,2592221545167740,2694994004991033,2727784741796674,2670841922105556,2626072841845525,2587623719750234,2549299913214654,2486957850612108,2175739613023261,1779011150332143,1757707752239938,1616422473622517,1499993574723932,1493687694913837,1460307409621056,1407032229949185,1408055827608242,1410390743757517,1412732158408881,1417107515597588,1355691246475947,1181610420481474,1175385600849355
1.066102171015559e+18,1.049713571066065e+18,1.039379000074753e+18,1.058926597187289e+18,1.061932797849735e+18,1.044446994751589e+18,1.084267438392144e+18,1.033823004573132e+18,1.024527440811481e+18,1.013644634238107e+18,9.487866751345715e+17,9.354756941951108e+17,8.623246423082035e+17,7.863080306985381e+17,7.317051469507809e+17,5.939431476917413e+17,4.444532175304945e+17,3.462692629156449e+17,2.766488997658208e+17,2.293741696283035e+17,1.845275801105596e+17,1.547272369262814e+17,1.429735093076396e+17,1.251265889413358e+17,1.010763086404719e+17,8.572443061521934e+16,7.499958900614717e+16,6.765045893759553e+16,5.851107189165001e+16,5.134072535815256e+16,4.742395445048534e+16,4.409413423571064e+16,4.15742191986849e+16,3.797359500616882e+16,3.624307797586498e+16,3.55414693115302e+16,3.606751738512161e+16,3.410913365945625e+16,3.328939759967286e+16,2.822979332996711e+16,2.457489421634096e+16,2.256990569333351e+16,2.069509469334236e+16,1.895255697131235e+16,1.823845488965896e+16,1.736853516802048e+16,1.611325403571423e+16,1.630219209316675e+16,1.761513482329438e+16,1.774396773807085e+16,1.769897386390277e+16,1.754566357788232e+16,1.722167679796124e+16,1.694612370192669e+16,1.589707931587742e+16,1.496934209161141e+16,1.36792900535393e+16,1.297511092844129e+16,1.301678093376906e+16,1.343636904134869e+16,1.312842708012094e+16,1.253019149849627e+16,1.188959444567436e+16,1.32039400236317e+16,1.25070295046953e+16,1.153727717843414e+16,1.082462513035375e+16,9783318841942408,8226272239406779,7562865726621571,6923946079027710,6679873553109886,5853291742371792,4925138550444952,4710458992370866,4512135260870614,4677730665132849,4706868566881149,4363385216242284,3813465630350429,3658786134566182,3514793167202822,3336043469605657,3152831525963252,3219210116277797,3456674697315364,3309271446840154,3510387111267232,3805522305139232,3717928092812892,3495494472343311,3047928753956348,2553106836217266,2451346346626816,2352811493112914,2364537356753610,2455082403583746,2430562258155636,2341019571689114,2256923809704282,2174051582779984,2094846437879149,2056728735170399,2044372158835829,2125356236915200,2075111941544816,2094309434862357,2203121169762059,2200018581311391,2176482302425856,2035474744939632,1923533690109900,1913847249748797,1858493733357594,1755859443990723,1801244505620120,2165203414159540,2160862914011312,2126868984203759,2003396983655007,1793585756780266,1746814616129330,1643521445215632,1517576321921675,1474871321670144,1423102948668551,1369917532266831,1334018141183152
9.872742067884576e+17,9.980831627116915e+17,9.791612661985524e+17,1.022872574162463e+18,1.00618322512158e+18,9.91266279806111e+17,1.007428337680337e+18,9.601122261181834e+17,9.595562629227574e+17,9.439948918958188e+17,9.104598144670729e+17,8.453421336661061e+17,8.138227818877257e+17,7.391605569965358e+17,6.716871775756001e+17,5.748654097962395e+17,4.634984421554948e+17,3.801906204070176e+17,3.129139859064646e+17,2.531310773551099e+17,2.291111971516137e+17,1.960617064532486e+17,1.659977611517195e+17,1.509941394011059e+17,1.322397122342838e+17,1.146822851237594e+17,1.00718916667101e+17,9.406655761129304e+16,8.600792581134514e+16,7.673342993982728e+16,7.030919081877966e+16,6.378191218122623e+16,5.817929602378158e+16,5.326202820193519e+16,4.895896837080002e+16,4.548272431495336e+16,4.343929066257871e+16,4.542243646933394e+16,4.251386371300054e+16,3.595555901920063e+16,3.528698374075006e+16,3.40993124815918e+16,3.240509194123192e+16,3.040024285302334e+16,2.656906861520026e+16,2.260446711170378e+16,2.259608418470806e+16,2.274000975049925e+16,2.223613186886292e+16,2.188740862487039e+16,2.072372877373172e+16,1.864489945768086e+16,1.854039460943082e+16,1.883358549690647e+16,1.875057162476036e+16,1.84463710110074e+16,1.73768481459531e+16,1.626928605385494e+16,1.581131304283084e+16,1.560778637009029e+16,1.516064743292055e+16,1.473724619031393e+16,1.461945729270098e+16,1.448025286973827e+16,1.433431360548658e+16,1.460241269298782e+16,1.490414509519655e+16,1.444786048622379e+16,1.354371681576609e+16,1.31084344935924e+16,1.072066615038049e+16,9502343339255236,9593274004562244,9503319910095162,9107540559037738,8535103638650160,8252601693683237,7786450711124512,7537764844400882,7452452802411270,7319509356028363,7173245157880054,7312124535539998,7413994821101226,7352478302235717,7120150663261909,7036204261235036,7614134775711517,8003975176400973,7767420402311082,7335411762962375,7293061009644898,7040763810682335,6681763944681220,4948992728948713,3748344128296088,3659708315598114,3853467201150324,4041088223521460,4038847782404619,4062937071220304,4220144731248776,4375549610687913,4401051157904282,4253922514211867,3896222456198448,3745603627057329,4251128536526264,4401025263234308,4289733208510358,3831011798655296,3783976472155142,3896757938355136,3873334883391648,3841753892230886,3941049567952958,3990726547200081,3879155553521246,3734469570941862,3617459953940301,3486748847273708,3313901115996838,3157138319884302,2986455583686882,2841428182093168,2520597769801478,2060635560603168,1961980332470190
9.483825578791282e+17,9.498692205117496e+17,9.465607228997016e+17,9.886785483521471e+17,9.522962766665347e+17,9.484017002439478e+17,9.093532656741376e+17,9.012154566312882e+17,8.724179759855475e+17,8.768936038403871e+17,8.647216696988052e+17,7.874033501525327e+17,7.66951148444304e+17,7.042578831012481e+17,6.497916688297585e+17,5.694503009132065e+17,4.902249482877647e+17,4.016788812767512e+17,3.41130122786512e+17,2.872179110084064e+17,2.389846409907692e+17,2.191496174548429e+17,2.010375899663308e+17,1.747200431564845e+17,1.487111503335892e+17,1.367903563529941e+17,1.341558549802921e+17,1.25175612418401e+17,1.057750753289346e+17,8.86746682176113e+16,7.95051197966944e+16,7.388358271409435e+16,6.946031528275034e+16,6.522386351424961e+16,6.129182327287769e+16,5.696764173564099e+16,5.35721939235063e+16,4.972853644798174e+16,4.587874837956731e+16,3.931915902633277e+16,3.655367080932624e+16,3.590053646961245e+16,3.430490536545729e+16,3.207571650822153e+16,2.979855569251434e+16,2.929249462974493e+16,2.824072652855241e+16,2.651362815088436e+16,2.527338306336838e+16,2.532360231702766e+16,2.337626348267656e+16,2.109754126900472e+16,1.913423064176392e+16,1.751230075351058e+16,1.67637291372336e+16,1.64758777496187e+16,1.577061557645185e+16,1.484493399664477e+16,1.4379795841524e+16,1.449012219860564e+16,1.575999847261022e+16,1.616547190473065e+16,1.580165387051057e+16,1.444643176813707e+16,1.23623585615743e+16,1.149478485085263e+16,1.114787740380358e+16,1.104888198628622e+16,1.057755779157287e+16,1.118782731635698e+16,1.315111592303683e+16,1.329167976330653e+16,1.30077912939744e+16,1.312483184288267e+16,1.297324233985626e+16,1.130770455056322e+16,1.074997753653192e+16,1.022496138345111e+16,9758150164031208,9454652560171144,9135925035062078,8753500685888562,8000753362172112,7946483846805679,7827489959632904,7563780060361164,7944489805955056,7878775576588506,7561955550183625,7447539923814383,7529241695006370,7813002952558125,8010269636883815,8114399850630584,7970425430528394,7860370139156206,7713740568394196,7888197740214127,7907682513493546,7734515959659516,7543021236905305,7103800486014212,6797983305207577,6639570723727089,6380342098581668,6164565397674114,6143787206544390,5567338237106191,5315096523794260,5165008299040063,4886321330345460,4665990924699546,4457634911768775,4258005969039568,4108586925809769,4022670391221035,3933911336219850,3899765584628982,3948967661043498,4157726446599933,4342331037447834,4476886174530808,4429302145181692,4119220321522994,4174232349305742,3953489981784402,3153252581997742,2944996248145698
9.053334927743745e+17,9.120019218422019e+17,8.955062221913064e+17,9.256768098300794e+17,9.229586745041994e+17,8.825840026962316e+17,8.435127829008671e+17,8.322501872173775e+17,8.221220348376621e+17,8.152571117143808e+17,7.956060283199316e+17,7.577664327391078e+17,7.044123617706127e+17,6.658209830470211e+17,6.203750104871478e+17,5.466112697387368e+17,4.960002420672228e+17,4.246175442819272e+17,3.563131788564493e+17,3.197121077537984e+17,2.69932252166155e+17,2.288932390914235e+17,2.114038693047874e+17,2.06218823263769e+17,1.865725058114189e+17,1.578550767964504e+17,1.333498315277792e+17,1.266295012794795e+17,1.246116093188588e+17,1.210484440849812e+17,1.066545630125972e+17,9.064098840063227e+16,8.068696098361934e+16,7.636656715244438e+16,7.038234624447189e+16,6.278126429605874e+16,5.831279390169238e+16,5.548616962052683e+16,5.491606587209458e+16,5.257189025466709e+16,4.807538406268191e+16,4.449325953669722e+16,4.163603632608613e+16,3.947675480326878e+16,3.631576737860246e+16,3.527766815290596e+16,3.414331824540456e+16,3.289862391132096e+16,3.208749890913712e+16,3.140527353730095e+16,2.879550660107311e+16,2.617136600623529e+16,2.530292753490946e+16,2.544683546520005e+16,2.504891901606914e+16,2.472392621402895e+16,2.368135929952609e+16,2.155859262645768e+16,1.903396068839146e+16,1.645721345878167e+16,1.577294820771581e+16,1.49504848197245e+16,1.400965279506616e+16,1.358588115449219e+16,1.282455896908544e+16,1.262422515986501e+16,1.250052005225566e+16,1.243281176496529e+16,1.230776014193948e+16,1.078911330563447e+16,1.016157879743606e+16,1.061200881937189e+16,1.147703239881408e+16,1.162981091429477e+16,1.121274379329274e+16,1.005321274446891e+16,9331549933063786,9259931078863010,9441141920765884,9812104061209898,1.000970980358431e+16,1.003093219992642e+16,9624537512501510,9079783057840038,9065039874796514,8956955703618778,8773207051567501,8291368979892468,7999495236222771,7375913906912131,6762663237450436,6611726091367342,6477514010517617,6636158525026109,6188355924614662,5978868022131910,5978956622098372,5776738858697169,5757927584074636,5852886542999704,5876217269083593,6271877719189588,6279105934330366,6357440185240266,6562446394251457,6754478190229079,7102467622953801,7846175933234227,8472761638507081,8846501685207038,9158876308953598,9218810498824780,8846784343549131,8480844637886960,8512936152656366,8394501031464463,8344158001161283,8167735053106545,7910741566766265,7853949312565666,7385108367223459,7045548406318334,6647546259944063,6292217589731801,6152096768951760,6126522194027436,5781367074613803,5571616771482789
8.693028190653455e+17,8.867003253173737e+17,8.610823782282051e+17,8.248186851268509e+17,8.679482693267254e+17,8.471478112661757e+17,8.087248220778181e+17,7.72701333118991e+17,7.866177173305347e+17,7.704659452793947e+17,7.301122706028468e+17,7.306885331707372e+17,6.722439515915009e+17,6.362017552332483e+17,6.01246857178908e+17,5.295931037523704e+17,4.894329743190083e+17,4.422874129620337e+17,3.79308229094206e+17,3.319630712357082e+17,3.010316309415024e+17,2.557707152075342e+17,2.185628914931649e+17,1.975718291951012e+17,1.931696317827485e+17,1.861937189180996e+17,1.633474298141248e+17,1.378878237558146e+17,1.22065440943354e+17,1.142009436800356e+17,1.115813947998956e+17,1.075043124775378e+17,1.004945376221104e+17,9.33980898298991e+16,8.729137293198331e+16,7.930076911254261e+16,7.192250983289725e+16,6.99833695661435e+16,6.66501335573894e+16,6.156628287513316e+16,5.727875166991484e+16,5.386110722853009e+16,5.133916161039886e+16,5.097349460563881e+16,4.996731078212878e+16,4.894389383525446e+16,4.698474827459567e+16,4.321926615616158e+16,4.007031384956352e+16,3.737304869889453e+16,3.840656880610887e+16,3.669012075238066e+16,3.425642636359928e+16,3.117478283203246e+16,2.707000246561379e+16,2.536844422112034e+16,2.367040971040304e+16,2.278555075376667e+16,2.268397653422969e+16,2.252472321631053e+16,2.196241691690205e+16,2.029711100302387e+16,1.781487308156229e+16,1.675834830970044e+16,1.604479887089904e+16,1.760165420027749e+16,1.748806853848408e+16,1.692047581961817e+16,1.660047804627344e+16,1.590747514629319e+16,1.497352430466768e+16,1.378618663995375e+16,1.32470400276689e+16,1.333903878828065e+16,1.280798213205708e+16,1.246900600233549e+16,1.198866115030122e+16,1.188846600024596e+16,1.132405114179205e+16,1.070135635853204e+16,1.004739836559407e+16,9131542537733024,8216266198129576,7997043284562550,8209012592447735,8268174848496568,8228721068363223,8131252792299903,8907829343243267,9623516573540240,9862902840711920,1.015215678219489e+16,1.038106120550407e+16,1.115236330146457e+16,1.092892287551233e+16,1.065105707971294e+16,1.047573152599146e+16,1.000706235236462e+16,9474955800654886,8450340772503991,7449883664581462,7121970474518806,6812596362041806,6417446465492679,6210429484546016,5840838914969056,5479086335098148,5433490849935767,5397311965773630,5679706826286765,6375824817931538,7178652071115019,8406745183157703,8211549905174844,8177087795234052,8578543559524384,8553905944923806,8250937309701101,8043882457550102,7951585838043568,7811165577532639,7899707029980047,7924566576630490,7929399997448361,8002123104485767,8001913014884138,7811816223148118,7633882073667764
8.27297361389546e+17,8.281703666320421e+17,8.324328789177894e+17,8.003250568066198e+17,8.146464824248172e+17,8.102274019168163e+17,7.680819114428808e+17,7.369560652976005e+17,7.417615190466988e+17,7.276971892622502e+17,6.88779696011849e+17,6.856435842413231e+17,6.58029299395183e+17,5.941329705317699e+17,5.838534027317148e+17,5.193388557068778e+17,4.876756189673188e+17,4.305311176012979e+17,3.928696455990497e+17,3.525772945904348e+17,3.147864417895124e+17,2.931234972439676e+17,2.546208442787838e+17,2.20769677084418e+17,2.02990182638801e+17,1.818860842121514e+17,1.763980661868302e+17,1.619414922092438e+17,1.450466620731999e+17,1.276893908573565e+17,1.122657820657487e+17,1.05377177810009e+17,1.018914360196441e+17,1.014024924919227e+17,1.02175881293047e+17,9.769189273634707e+16,8.813679892717634e+16,8.198376835533808e+16,7.760559179803962e+16,7.513894646404586e+16,7.470149942521688e+16,7.109101831693763e+16,6.165233368856367e+16,5.560129404454854e+16,5.38761585163137e+16,5.337754810074565e+16,5.658188183050903e+16,5.684873090359048e+16,5.369955609680304e+16,5.034330026808445e+16,4.649051319117572e+16,4.173190481944302e+16,3.855948920996426e+16,3.749841611670342e+16,3.592958754153638e+16,3.469147131419442e+16,3.291093803402689e+16,2.972994482015663e+16,2.80309548224885e+16,2.656011210210618e+16,2.488490073870211e+16,2.363557211289056e+16,2.233031665930274e+16,2.036257310136777e+16,1.943752237887974e+16,1.943952645297761e+16,1.886602037008214e+16,1.913827075576428e+16,1.908393872507118e+16,1.881090921888973e+16,1.873709003907338e+16,1.743745878310883e+16,1.685754116211108e+16,1.641749903110872e+16,1.532230752624839e+16,1.464849129751824e+16,1.533121971582922e+16,1.560640651991795e+16,1.550306008213951e+16,1.533543989926984e+16,1.509318895859646e+16,1.483620997964797e+16,1.435769571774548e+16,1.369510819392078e+16,1.285448708544692e+16,1.26743680774335e+16,1.227430888923311e+16,1.121760921872326e+16,1.037307170997315e+16,1.027814963888484e+16,9800759149427438,8526792541688926,8040070864549340,7606990365612040,7339505418401118,7615605586562845,7955849225907613,8233778605129016,9248538808420390,9910654558159032,1.008010999762324e+16,1.002055765316243e+16,9780965842743576,9738815046649836,9781019136913306,8996305867173792,8868403540377350,9072585652532516,9251239711940522,8720006915797260,8382569370068853,8466673303757133,9243539875010830,9118266701866212,8869737618111652,8904077670229852,8891974691051007,8872524743814921,8857856547818581,8357405676827704,8348097294214681,8484316901874694,8411990822003490,8175359295693331,7824538029369526,7064638400911977,6620653019612736,6837291647500796
7.935016277208714e+17,7.783585583860129e+17,7.819327697168416e+17,7.78517864716175e+17,7.8782524397647e+17,7.702959736058982e+17,7.427208713466797e+17,7.011226309036755e+17,6.964527931501106e+17,6.922423507295921e+17,6.723274536958948e+17,6.310836702640637e+17,6.147767327071251e+17,5.83956326849385e+17,5.473862866391447e+17,4.779901248226333e+17,4.722038289773635e+17,4.462057184143158e+17,3.922537428991462e+17,3.49279549794548e+17,3.094624112069439e+17,2.855333418075353e+17,2.739111130879283e+17,2.374791353470186e+17,2.119101216246314e+17,2.049764412459897e+17,1.888275648745949e+17,1.772452247823765e+17,1.628209182884884e+17,1.478336886593998e+17,1.346235917952266e+17,1.184487502030925e+17,1.059020428355514e+17,1.000546398003362e+17,9.488629359579123e+16,9.622797254765328e+16,9.992633847328381e+16,9.726827941734229e+16,8.73440957192197e+16,7.759399920400296e+16,7.234511902787165e+16,7.257806982609877e+16,6.811747771938867e+16,6.363027372599508e+16,6.105800251053009e+16,5.944129052631207e+16,5.558826157718018e+16,5.295986315680826e+16,5.132433049573635e+16,5.120523340808542e+16,4.86438284638725e+16,4.799092134491985e+16,4.637264697344417e+16,4.405418870932146e+16,4.174268563522978e+16,3.983017778062236e+16,3.651272617849838e+16,3.42194360325148e+16,3.248278806454347e+16,3.076554747749054e+16,2.934942908145178e+16,2.81896825024698e+16,2.709866409006632e+16,2.630016498896611e+16,2.464527435796512e+16,2.251120750979157e+16,2.058467344020431e+16,1.987873288330259e+16,1.910970810330271e+16,1.780533792770383e+16,1.706523565661173e+16,1.668011250291819e+16,1.669416024699596e+16,1.987173788635776e+16,1.9723131669458e+16,1.894714572453448e+16,1.871550971455972e+16,1.808860217932763e+16,1.703648712031742e+16,1.642761343731054e+16,1.743080196937008e+16,1.817038075900448e+16,1.757425093893065e+16,1.714514987636677e+16,1.64077118609015e+16,1.636227126204603e+16,1.653047471757186e+16,1.628793109895249e+16,1.606607854085e+16,1.589213129235585e+16,1.766312531940019e+16,1.643272008902504e+16,1.449777196323121e+16,1.349758601051191e+16,1.247349159989727e+16,1.123503386665108e+16,9766347944348218,8557269346634982,8307907139508328,8566811230451408,8476118450665622,8901517051164409,8539668269804009,7999903643742966,8200522732959479,8189115528148755,7941927926626463,7901650939289061,8069348253431501,8065344806014419,8150284762963568,8029091700666567,8177699164295645,8466989294687701,8480256658309758,8831910573430813,8843965681359812,8761490207766631,8663095875229693,8103441814182072,7687151730334314,7530714682374442,7478013713214227,7188455341664716,7105334115764532,7030262183980311,7103755375411958,7202394910482181
