1.188277714973227e+18,1.163536897769322e+18,1.183638884245578e+18,1.183949301385196e+18,1.192641876395252e+18,1.187744395074736e+18,1.184749884602621e+18,1.193274458031911e+18,1.183617327063084e+18,1.19171519868183e+18,1.185720178200391e+18,1.151436444748443e+18,1.158192845286735e+18,1.146023320989679e+18,1.082174549424852e+18,6.0520633267331e+17,1.343929702957907e+17,6.328300593832654e+16,4.198245149390102e+16,3.155316105762461e+16,2.463078988726165e+16,1.925315611900884e+16,1.552263658924902e+16,1.315057717822529e+16,1.138929141207578e+16,1.0028913122344e+16,8698371632956582,7603616607638159,6890820033360330,6377983781899535,5684621412824379,5119469543454117,4464296150250140,3975635936193040,3542490175814832,3430926933651406,3227709512861686,2995573127180118,2798240482565120,2540070982060542,2339858085856618,2138184601286992,2035588322018239,1891296141539072,1791241631888358,1723159695666515,1629103924635460,1551664536417904,1265939243840870,1184310143048286,1094315882465816,914299470282792.8,765507923164848,719585831254767.2,726945390956060.4,695746633471461.4,685669419568096.8,714829456419787.1,702996819757494.2,661544325033511.4,625317738926065.4,619516348160559,641782686553277,727192316896964.5
1.141765913376278e+18,1.140673325258862e+18,1.145315967402406e+18,1.146622090742679e+18,1.144808934739136e+18,1.153590735718401e+18,1.149319601227391e+18,1.142748672264592e+18,1.137060607710854e+18,1.134400478685676e+18,1.119725587888625e+18,1.089472465469021e+18,1.074739532785835e+18,1.021996033475755e+18,9.004739460442479e+17,5.855835918203131e+17,2.904621771978568e+17,1.66698087184114e+17,1.119226461984233e+17,8.233460744186979e+16,6.509218610688103e+16,5.33067087826098e+16,4.530742538332812e+16,3.956455372977232e+16,3.497343295671705e+16,3.056650473390087e+16,2.722355468515045e+16,2.430661848532916e+16,2.162978208734191e+16,1.93966573301758e+16,1.749679977366943e+16,1.582172875184896e+16,1.490195483628815e+16,1.382323767636925e+16,1.2677784723998e+16,1.2003992583114e+16,1.116618986164789e+16,1.02898090205203e+16,9445686869732362,8797039133557095,8114534417507422,7709856212159065,7316976256872614,7181828605925201,6915394746006309,7085316206081714,7101238288440278,6895883723942103,6534887257560168,5720729548140839,4976967705642158,4396498607821226,4080721858586973,3892396729289093,3840293360448452,3692938259089654,3492326720164596,3312645478754313,3176897186141206,3016387385329893,2886283361184205,2803415539461180,2689301997166660,2642237878843022
1.094798880261821e+18,1.104284788050338e+18,1.097716601872622e+18,1.099760052530744e+18,1.082878441386618e+18,1.083210207174721e+18,1.090881450172579e+18,1.073468064740114e+18,1.07006234491762e+18,1.049443186126069e+18,1.028193956960248e+18,9.99768199184886e+17,9.567452322267686e+17,8.857738772342783e+17,7.637939436514332e+17,5.737805837542788e+17,3.977926234978813e+17,2.812505209026101e+17,2.04954200872339e+17,1.567915055339332e+17,1.255805940124283e+17,1.004148975490863e+17,8.214014483298579e+16,6.921069194741004e+16,5.928004861902636e+16,5.280333106015965e+16,4.825360409786643e+16,4.474915321357594e+16,4.179981865974925e+16,3.78012852370629e+16,3.482420426069934e+16,3.209202784951478e+16,2.90449850720871e+16,2.654392304952198e+16,2.488396050315136e+16,2.389052028116728e+16,2.22699383542593e+16,2.090571123368036e+16,1.89820488609395e+16,1.734539533770239e+16,1.625064742137598e+16,1.530640917511593e+16,1.42763293630303e+16,1.390446978908362e+16,1.377266737532539e+16,1.372680410055726e+16,1.359932705865231e+16,1.377662782212046e+16,1.369432192850624e+16,1.323394657107257e+16,1.223138791736833e+16,1.134285241924757e+16,1.098300681382117e+16,1.042982852669619e+16,9747624437707644,9334005914504074,9258550151633022,8925108005697643,8606853696823346,8192420834377016,7548140821616833,6962808262772265,6369932983595811,5894833087888690
1.046929185636683e+18,1.047135802743683e+18,1.044004841781546e+18,1.031825257446616e+18,1.035216829837275e+18,1.044585509616689e+18,1.035153072308218e+18,1.023503855634359e+18,1.010099802152007e+18,9.792056069998203e+17,9.554328941492526e+17,9.17914730349328e+17,8.555718355093116e+17,7.895938185065985e+17,6.86161719574699e+17,5.61997774423471e+17,4.377513469712935e+17,3.39466859015313e+17,2.702185071382287e+17,2.187068077869756e+17,1.774715549957526e+17,1.485908266912569e+17,1.269251503603765e+17,1.103225706388291e+17,9.546297550082547e+16,8.17500398035851e+16,7.075874867998255e+16,6.361562385049432e+16,5.884299162499102e+16,5.443517846011526e+16,5.003543528600027e+16,4.666134962026578e+16,4.322415704848877e+16,3.998683898474361e+16,3.706016484736132e+16,3.499044051486696e+16,3.280977048370197e+16,3.109516537891458e+16,2.953555009369235e+16,2.78862763776865e+16,2.540750467759761e+16,2.349053839512826e+16,2.156033716258881e+16,1.99752682467042e+16,1.938973171576206e+16,1.860569452559829e+16,1.764532865252613e+16,1.731734850697179e+16,1.671278512723414e+16,1.593648524359783e+16,1.551618069092942e+16,1.51338421723128e+16,1.494665381315696e+16,1.434400778290208e+16,1.31903323532221e+16,1.252601291065371e+16,1.218577440061557e+16,1.212609623313231e+16,1.180257933874585e+16,1.137198044157672e+16,1.1045895426378e+16,1.057439011145244e+16,9824686645386526,9638362639930944
9.855559351168385e+17,9.986057974192442e+17,9.905369769764346e+17,9.940986256985859e+17,9.906174081088339e+17,9.919532884958019e+17,9.721368355268897e+17,9.545644143978714e+17,9.378074406588329e+17,9.325501589547816e+17,9.032906039912004e+17,8.450013867185641e+17,7.891501338537623e+17,7.302415073637837e+17,6.473754093349838e+17,5.576822256451378e+17,4.551277982432992e+17,3.750983716366792e+17,3.084724412429933e+17,2.517985865981793e+17,2.139111982400956e+17,1.799225176716316e+17,1.530712005663023e+17,1.358547657073081e+17,1.229909105955424e+17,1.107416291145848e+17,9.763509707522742e+16,8.544585365208894e+16,7.691856031868341e+16,7.05564234956771e+16,6.529060243124208e+16,6.155071323072877e+16,5.727554834703728e+16,5.363823229350222e+16,5.106431105241774e+16,4.865332586690813e+16,4.54625154753728e+16,4.263474664828152e+16,3.967807914446785e+16,3.702007261771065e+16,3.421065127081592e+16,3.179829684916938e+16,2.969599437693697e+16,2.822143252956546e+16,2.748567439535372e+16,2.629142789506044e+16,2.527519682900178e+16,2.37472208328995e+16,2.156890772556296e+16,2.01867671419232e+16,1.938635756053886e+16,1.86006452015398e+16,1.782448805851857e+16,1.724292060928373e+16,1.65668334861572e+16,1.5990413480095e+16,1.577339372331449e+16,1.535679322031189e+16,1.441412638450701e+16,1.355814546228384e+16,1.306122734523524e+16,1.273931649686591e+16,1.213196052722991e+16,1.181124675630205e+16
9.483940381569427e+17,9.581963669386382e+17,9.584827785004175e+17,9.434103374413583e+17,9.443455250770988e+17,9.41481259444214e+17,9.187609180644045e+17,8.914151435898033e+17,8.854852765348376e+17,8.749853550134202e+17,8.444926633588056e+17,7.945416326137919e+17,7.359488197162826e+17,6.791574431567245e+17,6.090254697414109e+17,5.422477796534763e+17,4.715358114818904e+17,3.998994142165741e+17,3.416834729198317e+17,2.936596291355043e+17,2.454562842218451e+17,2.135358643746425e+17,1.888382228682541e+17,1.628185960654885e+17,1.422961122301188e+17,1.275956489612214e+17,1.161098616953938e+17,1.067543916436866e+17,9.711366617600878e+16,8.698487484475422e+16,7.991971115006725e+16,7.420735596892494e+16,6.915968430956039e+16,6.45709204634301e+16,6.051424734347145e+16,5.681681494827322e+16,5.34540191893641e+16,5.079205736681529e+16,4.823569929339162e+16,4.57410041760159e+16,4.376347795930669e+16,4.144973253987951e+16,3.949443923760245e+16,3.733648364749437e+16,3.489565241819457e+16,3.229499258226342e+16,3.017603066456514e+16,2.833731806505378e+16,2.627484264229205e+16,2.461807365396542e+16,2.362571719544482e+16,2.271338796846684e+16,2.190849960296152e+16,2.098205414418637e+16,2.048263819583866e+16,1.953744581764851e+16,1.902357411361171e+16,1.85580770873919e+16,1.790627308183646e+16,1.719850975042743e+16,1.675399600823743e+16,1.629901564626172e+16,1.565935383940044e+16,1.514093184923267e+16
9.219790141180726e+17,9.165881364953435e+17,9.114344423050252e+17,9.008280574809051e+17,8.998626882855869e+17,8.876974083829354e+17,8.662213740162308e+17,8.553985914795306e+17,8.39688947417362e+17,8.067482102537988e+17,7.874734888677839e+17,7.518290481723951e+17,7.032629553130252e+17,6.432481165223944e+17,5.856247336266564e+17,5.189503141621469e+17,4.686992246796369e+17,4.107441180202854e+17,3.584810754130529e+17,3.117157945010936e+17,2.737118263464568e+17,2.36246493984932e+17,2.082378503794749e+17,1.917760365896424e+17,1.729704416914492e+17,1.505716384923247e+17,1.327177215818344e+17,1.210742765273415e+17,1.105926645804105e+17,1.024764865006589e+17,9.553145893732789e+16,8.882012843561378e+16,8.188728213511365e+16,7.710126955215069e+16,7.154848397626545e+16,6.638642519725313e+16,6.244969290902252e+16,5.889699571092346e+16,5.474087191888911e+16,5.057928026515654e+16,4.753442538731305e+16,4.502880343282684e+16,4.324797861468122e+16,4.210697325552194e+16,4.123560236146765e+16,4.008987610803953e+16,3.839895904559747e+16,3.660267991425818e+16,3.509977471767391e+16,3.308592865855234e+16,3.08218217384118e+16,2.90224921652487e+16,2.780887622466066e+16,2.630434274878496e+16,2.437934849124024e+16,2.233366688909611e+16,2.062868516876321e+16,1.970019457676678e+16,1.901213049975206e+16,1.836817096373544e+16,1.77258378802522e+16,1.767600584142495e+16,1.763571600741052e+16,1.773723908966469e+16
8.736283317784448e+17,8.750942863220686e+17,8.604367651324214e+17,8.558196505916236e+17,8.579103163436543e+17,8.490983459284328e+17,8.385338942829221e+17,8.156390131332305e+17,7.935745663357542e+17,7.588656675363519e+17,7.360403019756987e+17,7.050605547716392e+17,6.68254660327751e+17,6.136072258763791e+17,5.628485184734831e+17,5.145868480788288e+17,4.581283709705341e+17,4.186190959101277e+17,3.67946643086391e+17,3.241490022890993e+17,2.897671640357584e+17,2.597236551655163e+17,2.251509824830363e+17,1.989512753326318e+17,1.823677357971746e+17,1.68846934820511e+17,1.546294832908028e+17,1.410497745888178e+17,1.288991565480503e+17,1.163423387994862e+17,1.062082751586527e+17,9.779475595430784e+16,9.226784678083523e+16,8.753798698899858e+16,8.283898666421024e+16,7.67000867427147e+16,7.055433391929274e+16,6.61867966490399e+16,6.313990587820007e+16,5.984383196032851e+16,5.698914211492982e+16,5.393652981328622e+16,5.027919842113711e+16,4.76905034024548e+16,4.436528806952266e+16,4.166648488476044e+16,4.016637465807376e+16,3.847005387482486e+16,3.737033712112948e+16,3.674458976331592e+16,3.618193162871824e+16,3.515707661392154e+16,3.453392665391288e+16,3.345229228693678e+16,3.227575137024101e+16,3.147242258712914e+16,3.033259140038763e+16,2.909831232663844e+16,2.728301996036271e+16,2.556642590555902e+16,2.383544416069667e+16,2.231281230607923e+16,2.093791623150983e+16,2.036666444564346e+16
8.186259662608495e+17,8.361886918244197e+17,8.189796024141e+17,8.183765271063904e+17,8.18628648385954e+17,8.001646139776897e+17,8.091390735553631e+17,7.830041215995041e+17,7.526271047858761e+17,7.266550747992543e+17,7.018362195582684e+17,6.700576509238505e+17,6.342737121723459e+17,5.951423772604645e+17,5.377969550068785e+17,4.986740510611882e+17,4.543064199791981e+17,4.081299455972935e+17,3.77395419231079e+17,3.37598111136003e+17,2.984993292596515e+17,2.711204488459601e+17,2.45698988590399e+17,2.2011229864291e+17,1.979795541674691e+17,1.79893168372071e+17,1.644238104895032e+17,1.514813343687058e+17,1.405785771913113e+17,1.300783178733779e+17,1.200615280762308e+17,1.099670521396803e+17,1.0226747651961e+17,9.424531832528144e+16,8.757464562980635e+16,8.366854173005e+16,8.094510371280635e+16,7.72236200706717e+16,7.219930416919803e+16,6.790012621571435e+16,6.338224196294515e+16,5.994244283541487e+16,5.632859097279495e+16,5.39075695648771e+16,5.072752365366484e+16,4.813644951309012e+16,4.606306591018699e+16,4.325390380096871e+16,4.049277436432974e+16,3.832293541774579e+16,3.701143136664614e+16,3.58168599235363e+16,3.467329663254996e+16,3.320673944073006e+16,3.259069154236537e+16,3.197406085038653e+16,3.088219180975248e+16,3.02197204433368e+16,2.971757048312483e+16,2.890604986903643e+16,2.811940865604174e+16,2.750302447553041e+16,2.62486269389297e+16,2.542778340807002e+16
7.874109814454047e+17,7.926213283987983e+17,7.873274762124584e+17,7.859227116046762e+17,7.789286905215331e+17,7.539908683011717e+17,7.525883438246724e+17,7.439622298911739e+17,7.171319410477754e+17,7.05432946651241e+17,6.768535241142318e+17,6.44294004458911e+17,6.088335265085998e+17,5.775497160896224e+17,5.264343289848687e+17,4.843836938661276e+17,4.499385121869384e+17,4.083289216949644e+17,3.714819472494706e+17,3.414177488768862e+17,3.085335274969491e+17,2.781029049780124e+17,2.576289144053241e+17,2.331154389815157e+17,2.126846201132106e+17,1.946002585453696e+17,1.783170343047583e+17,1.625813086394161e+17,1.512929970433518e+17,1.418931859958217e+17,1.320598134145104e+17,1.210541259457925e+17,1.108052334534493e+17,1.030950026909904e+17,9.757157356801768e+16,9.171356230680029e+16,8.514443358879072e+16,7.969567289148955e+16,7.626999825702101e+16,7.393973140205589e+16,7.118288504215751e+16,6.871554698344102e+16,6.639337605943551e+16,6.314136872148547e+16,5.876249686443788e+16,5.43791089223259e+16,5.148754701250114e+16,4.983819630312862e+16,4.871055695972087e+16,4.658171328486568e+16,4.402023249677503e+16,4.149251860047237e+16,4.007439921980266e+16,3.82777809652671e+16,3.598991411796224e+16,3.385963065906216e+16,3.222162181376838e+16,3.040366391458644e+16,2.888127009364141e+16,2.833575944154849e+16,2.840873239495315e+16,2.84767923662819e+16,2.81982173448999e+16,2.802524626311364e+16
